fl_date,day_of_the_week,Month,mkt_unique_carrier,origin,dest,crs_dep_time,taxi_out,taxi_in,crs_arr_time,air_time,distance,origin_city,origin_state,dest_city,dest_state,origin_weather_condn,origin_tempC,origin_windspeedMiles,origin_winddir16Point,origin_WindGustMiles,origin_WindChillC,origin_precipInches,origin_humidity,origin_visibilityMiles,origin_pressureInches,origin_DewPointC,origin_cloudcover,origin_uvIndex,dest_weather_condn,dest_tempC,dest_windspeedMiles,dest_winddir16Point,dest_WindGustMiles,dest_WindChillC,dest_precipInches,dest_humidity,dest_visibilityMiles,dest_pressureInches,dest_DewPointC,dest_cloudcover,dest_uvIndex
2019-04-01,Monday,April,NK,FLL,CLE,1600,20,9,1855,136,1062,Fort Lauderdale, FL,Cleveland, OH,Sunny,27,10,S,11,27,0.0,55,6,30,17,20,7,Clear,2,4,SW,5,2,0.0,58,6,30,-5,5,1
2019-10-01,Tuesday,October,NK,FLL,TPA,710,18,6,812,34,197,Fort Lauderdale, FL,Tampa, FL,Patchy rain possible,27,18,ENE,24,27,0.0,75,5,30,22,37,6,Sunny,24,11,ENE,17,24,0.0,86,6,30,22,17,6
2019-09-01,Sunday,September,NK,LAS,ATL,829,15,7,1535,208,1747,Las Vegas, NV,Atlanta, GA,Sunny,33,5,SSW,11,33,0.0,12,6,30,-1,0,8,Partly cloudy,31,9,E,11,31,0.0,48,6,30,19,33,8
2019-05-01,Wednesday,May,NK,PHL,FLL,700,19,6,947,133,992,Philadelphia, PA,Fort Lauderdale, FL,Overcast,13,8,E,11,12,0.0,71,6,30,8,98,3,Partly cloudy,25,20,ENE,27,25,0.0,71,6,30,20,54,7
2019-04-01,Monday,April,NK,BOS,MCO,1101,13,28,1418,186,1121,Boston, MA,Orlando, FL,Sunny,1,13,WNW,17,-4,0.0,54,6,30,-7,7,2,Light drizzle,20,10,SSE,12,20,0.0,73,1,30,15,100,4
2019-11-01,Friday,November,NK,DEN,MSY,1209,9,5,1554,121,1062,Denver, CO,New Orleans, LA,Sunny,1,4,ENE,4,-1,0.0,73,6,30,-3,14,2,Sunny,13,9,NE,10,11,0.0,45,6,30,1,0,4
2019-02-01,Friday,February,NK,BOS,TPA,1530,13,7,1902,181,1185,Boston, MA,Tampa, FL,Partly cloudy,-11,11,W,10,-18,0.0,37,6,30,-22,15,2,Patchy rain possible,19,6,ENE,10,19,0.0,79,6,30,16,55,1
2019-07-01,Monday,July,NK,MCO,LAS,1815,10,9,2004,249,2039,Orlando, FL,Las Vegas, NV,Light rain shower,30,7,WNW,8,30,0.1,66,6,30,23,40,1,Clear,35,19,WSW,23,35,0.0,7,6,30,-6,0,1
2019-01-01,Tuesday,January,NK,DFW,TPA,823,11,9,1145,116,929,Dallas/Fort Worth, TX,Tampa, FL,Cloudy,1,14,N,22,-5,0.0,74,6,30,-3,69,1,Sunny,20,3,SE,9,20,0.0,89,6,30,18,8,6
2019-05-01,Wednesday,May,NK,FLL,JAX,2159,9,7,2322,48,319,Fort Lauderdale, FL,Jacksonville, FL,Moderate or heavy rain shower,26,20,E,30,26,0.2,75,4,30,21,74,1,Clear,24,11,E,13,24,0.0,74,6,30,19,9,1
2019-06-01,Saturday,June,NK,DTW,FLL,1912,21,6,2207,146,1127,Detroit, MI,Fort Lauderdale, FL,Thundery outbreaks possible,21,6,ENE,6,21,0.0,66,5,30,14,48,1,Patchy rain possible,29,11,SSE,13,29,0.1,70,5,30,23,27,1
2019-12-01,Sunday,December,NK,ORD,PHX,1440,25,6,1738,205,1440,Chicago, IL,Phoenix, AZ,Light sleet,3,14,SW,18,-2,0.0,89,5,29,2,100,1,Sunny,15,6,ENE,7,15,0.0,20,6,30,-8,1,5
2019-02-01,Friday,February,NK,MYR,EWR,1729,8,6,1924,83,550,Myrtle Beach, SC,Newark, NJ,Partly cloudy,9,4,SE,6,9,0.0,51,6,30,0,3,3,Partly cloudy,-10,10,W,6,-14,0.0,40,6,30,-18,70,1
2019-11-01,Friday,November,NK,ATL,MCO,600,11,8,730,61,404,Atlanta, GA,Orlando, FL,Sunny,3,12,NNW,15,-0,0.0,69,6,30,-2,0,2,Overcast,20,8,SW,11,20,0.0,73,6,30,15,94,5
2019-10-01,Tuesday,October,NK,FLL,MCO,925,15,26,1033,32,177,Fort Lauderdale, FL,Orlando, FL,Patchy rain possible,27,18,ENE,24,27,0.0,75,5,30,22,37,6,Partly cloudy,25,9,ENE,15,25,0.0,81,6,30,21,39,6
2019-01-01,Tuesday,January,NK,BDL,RSW,1610,8,9,1933,183,1180,Hartford, CT,Fort Myers, FL,Sunny,9,18,WNW,21,6,0.0,63,6,30,3,2,3,Cloudy,24,3,WNW,9,24,0.0,71,6,30,18,65,1
2019-03-01,Friday,March,NK,BWI,ATL,940,12,10,1142,87,577,Baltimore, MD,Atlanta, GA,Heavy snow,-1,6,E,12,-6,0.4,95,1,30,-2,100,1,Fog,15,4,SW,6,15,0.0,98,0,30,15,100,4
2019-05-01,Wednesday,May,NK,FLL,PHL,2045,16,7,2334,128,992,Fort Lauderdale, FL,Philadelphia, PA,Moderate or heavy rain shower,26,20,E,30,26,0.2,75,4,30,21,74,1,Overcast,16,7,ESE,9,16,0.0,78,6,30,12,89,1
2019-02-01,Friday,February,NK,MCO,ATL,1355,21,8,1530,65,404,Orlando, FL,Atlanta, GA,Light rain shower,20,9,E,13,21,0.0,72,6,30,15,65,4,Partly cloudy,5,7,SSE,7,4,0.0,54,6,30,-3,4,2
2019-07-01,Monday,July,NK,ORD,BWI,720,16,16,1015,85,621,Chicago, IL,Baltimore, MD,Partly cloudy,20,10,WSW,21,20,0.0,91,6,30,19,43,6,Sunny,20,8,N,9,20,0.0,71,6,30,15,0,6
2019-01-01,Tuesday,January,NK,LAS,ATL,1143,12,23,1834,191,1747,Las Vegas, NV,Atlanta, GA,Sunny,-1,8,N,24,-7,0.0,30,6,30,-17,2,2,Light drizzle,16,6,WSW,4,16,0.0,91,1,30,15,84,1
2019-05-01,Wednesday,May,NK,PHL,FLL,1812,21,7,2109,136,992,Philadelphia, PA,Fort Lauderdale, FL,Overcast,16,7,ESE,9,16,0.0,78,6,30,12,89,1,Moderate or heavy rain shower,26,20,E,30,26,0.2,75,4,30,21,74,1
2019-06-01,Saturday,June,NK,LAS,DTW,1112,17,26,1812,220,1749,Las Vegas, NV,Detroit, MI,Sunny,25,1,WSW,2,25,0.0,26,6,30,4,3,6,Thundery outbreaks possible,21,6,ENE,6,21,0.0,66,5,30,14,48,1
2019-08-01,Thursday,August,NK,DFW,ATL,1451,20,11,1810,119,731,Dallas/Fort Worth, TX,Atlanta, GA,Sunny,36,8,SSE,10,36,0.0,37,6,30,19,11,9,Heavy rain at times,26,5,WSW,6,26,0.3,74,3,30,21,33,1
2019-11-01,Friday,November,NK,MCO,IAH,1233,10,8,1407,127,854,Orlando, FL,Houston, TX,Partly cloudy,26,9,NNE,11,26,0.0,57,6,30,17,52,7,Sunny,14,5,ESE,6,14,0.0,45,6,30,2,0,4
2019-06-01,Saturday,June,NK,MCO,IND,1733,36,5,2002,123,829,Orlando, FL,Indianapolis, IN,Light rain shower,35,9,WSW,11,35,0.1,38,6,30,18,68,7,Thundery outbreaks possible,23,11,W,17,23,0.0,79,5,30,19,26,1
2019-08-01,Thursday,August,NK,JAX,BWI,1722,10,6,1918,119,663,Jacksonville, FL,Baltimore, MD,Moderate or heavy rain shower,29,3,ESE,3,29,0.2,70,4,30,23,76,6,Moderate or heavy rain shower,26,4,ENE,6,26,0.1,70,4,30,20,7,1
2019-03-01,Friday,March,NK,DTW,TPA,1810,16,8,2050,136,983,Detroit, MI,Tampa, FL,Partly cloudy,-2,11,ENE,6,-6,0.0,81,6,30,-5,47,1,Clear,24,5,SW,9,24,0.0,63,6,30,17,12,1
2019-09-01,Sunday,September,NK,MSP,DFW,2138,9,5,2359,108,852,Minneapolis, MN,Dallas/Fort Worth, TX,Partly cloudy,22,6,WSW,8,22,0.0,80,6,30,19,56,1,Partly cloudy,31,7,SSE,10,31,0.0,55,6,30,21,29,1
2019-05-01,Wednesday,May,NK,FLL,PHL,730,12,9,1016,134,992,Fort Lauderdale, FL,Philadelphia, PA,Partly cloudy,25,20,ENE,27,25,0.0,71,6,30,20,54,7,Overcast,13,8,E,11,12,0.0,71,6,30,8,98,3
2019-12-01,Sunday,December,NK,DTW,MCO,1815,13,31,2101,128,957,Detroit, MI,Orlando, FL,Overcast,5,8,SW,11,2,0.0,86,6,29,3,100,1,Cloudy,23,13,SW,19,23,0.0,78,6,30,19,74,1
2019-11-01,Friday,November,NK,BOS,DTW,2158,18,8,10,102,632,Boston, MA,Detroit, MI,Clear,7,14,W,19,4,0.0,53,6,30,-2,0,1,Partly cloudy,2,15,NW,17,-4,0.0,73,6,30,-2,52,1
2019-12-01,Sunday,December,NK,PHX,ORD,1900,9,9,2323,175,1440,Phoenix, AZ,Chicago, IL,Clear,19,2,E,2,19,0.0,19,6,30,-5,4,1,Blizzard,2,8,NW,11,-3,0.1,90,0,30,1,100,1
2019-10-01,Tuesday,October,NK,SJU,FLL,220,10,11,504,132,1046,San Juan, PR,Fort Lauderdale, FL,Clear,26,6,S,11,26,0.0,82,6,30,23,12,1,Cloudy,26,20,ENE,26,26,0.0,76,6,30,22,63,1
2019-08-01,Thursday,August,NK,FLL,BDL,816,20,7,1114,145,1173,Fort Lauderdale, FL,Hartford, CT,Patchy rain possible,29,13,ESE,17,29,0.0,75,5,30,24,31,6,Sunny,20,3,NNW,4,20,0.0,86,6,30,18,8,6
2019-08-01,Thursday,August,NK,DFW,TPA,1220,19,6,1552,123,929,Dallas/Fort Worth, TX,Tampa, FL,Sunny,36,8,SSE,10,36,0.0,37,6,30,19,11,9,Light rain shower,33,4,E,4,33,0.0,47,6,30,21,51,7
2019-07-01,Monday,July,NK,MCO,PIT,1705,17,4,1930,105,834,Orlando, FL,Pittsburgh, PA,Patchy rain possible,35,9,WNW,10,35,0.0,42,5,30,20,21,7,Clear,27,3,W,4,27,0.0,55,6,30,17,4,1
2019-04-01,Monday,April,NK,TPA,MSP,2110,9,5,2335,172,1306,Tampa, FL,Minneapolis, MN,Partly cloudy,22,10,NNE,13,22,0.0,72,6,30,17,61,1,Overcast,5,6,WNW,7,2,0.0,55,6,30,-3,97,1
2019-01-01,Tuesday,January,NK,MCO,SJU,2245,20,4,220,145,1189,Orlando, FL,San Juan, PR,Clear,25,4,WSW,3,25,0.0,69,6,30,19,20,1,Patchy rain possible,25,9,ENE,20,25,0.0,77,5,30,20,22,1
2019-03-01,Friday,March,NK,FLL,PIT,2045,11,4,2326,126,994,Fort Lauderdale, FL,Pittsburgh, PA,Clear,25,6,E,12,25,0.0,68,6,30,18,8,1,Cloudy,0,7,ENE,7,-3,0.0,89,6,30,-1,64,1
2019-12-01,Sunday,December,NK,BOS,MYR,505,32,5,718,112,738,Boston, MA,Myrtle Beach, SC,Clear,-1,4,NNW,6,-4,0.0,36,6,30,-14,0,1,Sunny,16,5,S,11,16,0.0,91,6,30,14,8,5
2019-09-01,Sunday,September,NK,ATL,MSY,1625,12,7,1659,69,425,Atlanta, GA,New Orleans, LA,Partly cloudy,31,9,E,11,31,0.0,48,6,30,19,33,8,Patchy rain possible,32,9,ENE,10,32,0.0,56,5,30,23,19,7
2019-01-01,Tuesday,January,NK,MSY,DTW,1320,12,10,1649,111,926,New Orleans, LA,Detroit, MI,Overcast,20,6,NNE,9,20,0.0,85,6,30,17,96,5,Light snow,1,7,SW,9,-3,0.0,79,6,30,-2,100,1
2019-04-01,Monday,April,NK,LGA,MYR,1844,45,7,2043,86,563,New York, NY,Myrtle Beach, SC,Clear,10,11,NW,13,8,0.0,37,6,30,-4,0,1,Clear,10,8,ENE,11,7,0.0,51,6,30,-0,11,1
2019-06-01,Saturday,June,NK,MCO,BWI,932,15,6,1144,103,787,Orlando, FL,Baltimore, MD,Sunny,26,4,WSW,5,26,0.0,79,6,30,23,14,7,Sunny,22,4,NNW,5,22,0.0,70,6,30,16,8,6
2019-04-01,Monday,April,NK,MCO,BOS,700,24,4,1001,131,1121,Orlando, FL,Boston, MA,Overcast,18,8,NE,11,18,0.0,83,6,30,15,100,4,Sunny,1,13,WNW,17,-4,0.0,54,6,30,-7,7,2
2019-10-01,Tuesday,October,NK,EWR,ATL,1413,17,12,1642,100,746,Newark, NJ,Atlanta, GA,Patchy rain possible,26,9,SSW,11,26,0.0,62,5,30,18,14,6,Patchy rain possible,36,7,E,8,36,0.0,42,5,30,21,17,8
2019-07-01,Monday,July,NK,FLL,LBE,1405,21,8,1648,129,980,Fort Lauderdale, FL,Latrobe, PA,Sunny,31,3,W,3,31,0.0,64,6,30,23,15,8,Sunny,28,2,W,2,28,0.0,44,6,30,15,0,7
2019-02-01,Friday,February,NK,TPA,BOS,1116,17,11,1423,152,1185,Tampa, FL,Boston, MA,Overcast,12,6,ENE,17,12,0.0,85,6,30,10,87,3,Partly cloudy,-11,11,W,10,-18,0.0,37,6,30,-22,15,2
2019-07-01,Monday,July,NK,PIT,MCO,719,9,24,937,106,834,Pittsburgh, PA,Orlando, FL,Sunny,20,3,NE,4,20,0.0,73,6,30,15,8,5,Sunny,27,6,WNW,8,27,0.0,84,6,30,24,8,7
2019-02-01,Friday,February,NK,BWI,ORD,700,10,18,816,112,621,Baltimore, MD,Chicago, IL,Light snow,-8,1,NE,6,-7,0.0,42,6,30,-18,84,1,Heavy snow,-15,5,SE,6,-19,0.0,75,1,30,-17,100,1
2019-06-01,Saturday,June,NK,BWI,MCO,620,11,7,840,105,787,Baltimore, MD,Orlando, FL,Sunny,22,4,NNW,5,22,0.0,70,6,30,16,8,6,Sunny,26,4,WSW,5,26,0.0,79,6,30,23,14,7
2019-08-01,Thursday,August,NK,DFW,ATL,830,13,8,1146,100,731,Dallas/Fort Worth, TX,Atlanta, GA,Sunny,25,7,SSE,13,25,0.0,83,6,30,22,4,6,Sunny,24,3,ESE,4,24,0.0,77,6,30,20,12,6
2019-10-01,Tuesday,October,NK,BWI,DTW,1831,14,10,2008,61,409,Baltimore, MD,Detroit, MI,Partly cloudy,24,9,S,12,24,0.0,81,6,30,20,27,1,Clear,26,10,WSW,13,26,0.0,73,6,30,21,19,1
2018-04-01,Sunday,April,UA,DEN,EWR,2350,10,7,529,172,1605,Denver, CO,Newark, NJ,Clear,11,8,E,9,10,0.0,41,6,30,-2,2,1,Overcast,7,14,SSW,23,4,0.0,43,6,30,-4,100,1
2018-08-01,Wednesday,August,UA,ORD,MSP,1532,42,4,1708,69,334,Chicago, IL,Minneapolis, MN,Sunny,26,5,SSW,6,26,0.0,56,6,30,16,16,7,Light rain shower,24,7,W,8,24,0.0,68,6,30,17,52,5
2018-04-01,Sunday,April,UA,FLL,ORD,1912,17,4,2129,160,1182,Fort Lauderdale, FL,Chicago, IL,Clear,24,8,E,11,24,0.0,70,6,30,18,5,1,Overcast,0,4,WSW,5,-2,0.0,35,6,30,-13,100,1
2018-10-01,Monday,October,UA,LGA,CLE,825,16,6,1012,71,419,New York, NY,Cleveland, OH,Partly cloudy,19,7,SW,8,19,0.0,78,6,30,15,26,5,Overcast,18,2,NE,3,18,0.0,93,6,30,17,100,4
2018-12-01,Saturday,December,UA,ORD,OKC,1015,36,7,1244,113,693,Chicago, IL,Oklahoma City, OK,Overcast,2,15,ENE,22,-4,0.0,93,6,30,0,100,1,Sunny,14,19,W,22,12,0.0,45,6,29,2,13,4
2018-09-01,Saturday,September,UA,ELP,ORD,1255,12,42,1647,153,1236,El Paso, TX,Chicago, IL,Sunny,32,12,NW,13,32,0.0,31,6,30,13,16,8,Torrential rain shower,24,10,S,17,24,0.5,82,1,30,21,46,5
2018-01-01,Monday,January,UA,CMH,DEN,1635,9,9,1805,174,1154,Columbus, OH,Denver, CO,Cloudy,-13,8,WNW,10,-20,0.0,81,6,31,-15,80,1,Partly cloudy,-6,1,ENE,2,-10,0.0,58,6,30,-13,46,1
2018-11-01,Thursday,November,UA,TUL,IAH,905,12,11,1039,81,429,Tulsa, OK,Houston, TX,Light rain,8,6,NNW,10,5,0.1,82,5,30,5,100,2,Partly cloudy,15,11,NW,16,13,0.0,84,6,30,12,47,4
2018-01-01,Monday,January,UA,CLT,EWR,1115,20,8,1310,69,529,Charlotte, NC,Newark, NJ,Sunny,-7,8,NE,11,-12,0.0,37,6,30,-19,7,2,Sunny,-8,13,NW,15,-16,0.0,46,6,30,-17,8,2
2018-05-01,Tuesday,May,UA,LEX,IAH,700,12,9,844,138,828,Lexington, KY,Houston, TX,Sunny,10,5,SSW,10,9,0.0,72,6,30,5,0,4,Cloudy,21,6,SE,11,21,0.0,90,6,30,19,63,5
2018-12-01,Saturday,December,UA,CAK,IAH,635,31,7,855,185,1085,Akron, OH,Houston, TX,Partly cloudy,1,6,E,11,-4,0.0,92,6,30,-1,48,2,Patchy rain possible,20,7,W,13,20,0.0,92,5,30,19,17,5
2018-10-01,Monday,October,UA,EWR,STL,1625,27,8,1807,132,872,Newark, NJ,St. Louis, MO,Sunny,26,5,WSW,6,26,0.0,59,6,30,18,22,7,Cloudy,36,4,N,5,36,0.0,31,6,30,17,73,1
2018-05-01,Tuesday,May,UA,ICT,ORD,1450,10,11,1648,87,588,Wichita, KS,Chicago, IL,Thundery outbreaks possible,21,19,S,26,21,0.0,80,5,30,18,100,5,Sunny,21,13,SSW,28,21,0.0,49,6,30,10,4,6
2018-06-01,Friday,June,UA,MOB,IAH,1155,12,7,1338,84,427,Mobile, AL,Houston, TX,Partly cloudy,26,2,SSW,3,26,0.0,89,6,30,24,35,7,Sunny,34,7,SSW,9,34,0.0,49,6,30,22,0,8
2018-06-01,Friday,June,UA,JAN,IAH,940,10,6,1113,57,351,Jackson/Vicksburg, MS,Houston, TX,Partly cloudy,23,6,SW,10,23,0.0,93,6,30,22,36,6,Partly cloudy,26,4,S,6,26,0.0,89,6,30,24,62,7
2018-08-01,Wednesday,August,UA,LAS,IAH,1546,13,8,2050,158,1222,Las Vegas, NV,Houston, TX,Sunny,40,5,SSW,6,40,0.0,17,6,30,11,3,10,Clear,33,7,N,11,33,0.0,41,6,30,18,18,1
2018-06-01,Friday,June,UA,IAH,LRD,1005,17,3,1126,47,301,Houston, TX,Laredo, TX,Partly cloudy,26,4,S,6,26,0.0,89,6,30,24,62,7,Sunny,26,15,SE,21,26,0.0,79,6,30,22,4,7
2018-01-01,Monday,January,UA,CLT,ORD,1700,14,10,1820,96,599,Charlotte, NC,Chicago, IL,Partly cloudy,-2,7,N,8,-7,0.0,25,6,30,-19,48,2,Clear,-17,10,W,13,-26,0.0,91,6,31,-18,18,1
2018-06-01,Friday,June,UA,RIC,EWR,915,18,9,1040,58,277,Richmond, VA,Newark, NJ,Sunny,23,4,W,5,23,0.0,88,6,30,21,15,6,Moderate or heavy rain shower,20,2,ENE,3,20,0.2,91,4,30,19,100,5
2018-05-01,Tuesday,May,UA,CLE,DCA,2030,13,5,2154,48,310,Cleveland, OH,Washington, DC,Clear,19,11,SSW,23,19,0.0,59,6,30,10,0,1,Clear,22,5,S,11,22,0.0,37,6,30,7,6,1
2018-12-01,Saturday,December,UA,DCA,EWR,1945,13,16,2112,35,199,Washington, DC,Newark, NJ,Light rain,5,6,E,8,3,0.0,88,5,30,3,100,1,Overcast,6,8,ESE,10,3,0.0,75,6,30,2,100,1
2018-12-01,Saturday,December,UA,MOB,IAH,1150,10,28,1332,77,427,Mobile, AL,Houston, TX,Torrential rain shower,21,9,S,16,21,0.5,93,1,30,20,45,5,Sunny,23,8,W,9,23,0.0,33,6,30,6,2,6
2018-05-01,Tuesday,May,UA,BWI,EWR,550,13,13,702,42,169,Baltimore, MD,Newark, NJ,Clear,13,6,WNW,10,12,0.0,60,6,30,5,1,1,Sunny,12,6,WNW,6,11,0.0,59,6,30,4,0,4
2018-01-01,Monday,January,UA,EWR,CLT,1333,11,6,1537,99,529,Newark, NJ,Charlotte, NC,Sunny,-8,13,NW,15,-16,0.0,46,6,30,-17,8,2,Partly cloudy,-2,7,N,8,-7,0.0,25,6,30,-19,48,2
2018-11-01,Thursday,November,UA,DTW,IAH,630,15,12,845,201,1075,Detroit, MI,Houston, TX,Moderate rain,9,4,ESE,5,7,0.1,84,4,30,6,100,2,Partly cloudy,15,11,NW,16,13,0.0,84,6,30,12,47,4
2018-04-01,Sunday,April,UA,EWR,FLL,1445,21,5,1757,143,1065,Newark, NJ,Fort Lauderdale, FL,Cloudy,12,9,NW,12,11,0.0,58,6,30,4,82,3,Sunny,26,10,E,12,26,0.0,65,6,30,19,24,7
2018-11-01,Thursday,November,UA,IAH,CRP,1805,22,7,1901,47,201,Houston, TX,Corpus Christi, TX,Clear,16,6,NNW,9,16,0.0,58,6,30,8,0,1,Clear,20,9,NNE,13,20,0.0,52,6,30,10,3,1
2018-02-01,Thursday,February,UA,LGA,CLE,630,18,5,829,76,419,New York, NY,Cleveland, OH,Cloudy,2,9,SW,12,-3,0.0,63,6,30,-5,87,1,Partly cloudy,2,9,SW,18,-3,0.0,84,6,30,-1,52,2
2018-11-01,Thursday,November,UA,DCA,IAH,1910,15,5,2146,190,1208,Washington, DC,Houston, TX,Partly cloudy,20,10,S,17,20,0.0,77,6,30,15,54,1,Clear,16,6,NNW,9,16,0.0,58,6,30,8,0,1
2018-02-01,Thursday,February,UA,MCI,IAH,1115,7,8,1331,110,643,Kansas City, MO,Houston, TX,Moderate snow,1,13,N,17,-5,0.0,60,3,30,-6,100,1,Overcast,21,11,SW,16,21,0.0,76,6,30,16,95,5
2018-05-01,Tuesday,May,UA,IAH,MKE,2000,14,9,2250,127,984,Houston, TX,Milwaukee, WI,Light rain shower,25,11,SE,15,25,0.0,78,6,30,21,100,1,Clear,21,8,SW,16,21,0.0,64,6,30,14,22,1
2018-11-01,Thursday,November,UA,IAH,TUS,945,25,9,1029,137,936,Houston, TX,Tucson, AZ,Partly cloudy,15,11,NW,16,13,0.0,84,6,30,12,47,4,Sunny,10,5,SE,10,10,0.0,52,6,30,0,13,3
2018-03-01,Thursday,March,UA,GUM,SPN,2030,4,3,2120,37,129,Guam, TT,Saipan, TT,Clear,24,6,ENE,10,24,0.0,74,6,30,19,6,1,Patchy rain possible,29,15,ENE,20,29,0.0,79,5,30,25,44,1
2018-01-01,Monday,January,UA,CLT,EWR,1613,16,11,1808,69,529,Charlotte, NC,Newark, NJ,Partly cloudy,-2,7,N,8,-7,0.0,25,6,30,-19,48,2,Cloudy,-8,9,W,12,-14,0.0,56,6,30,-15,66,1
2018-08-01,Wednesday,August,UA,LAX,IAH,1455,22,3,2011,180,1379,Los Angeles, CA,Houston, TX,Sunny,33,8,SW,9,33,0.0,32,6,30,15,6,8,Clear,33,7,N,11,33,0.0,41,6,30,18,18,1
2018-04-01,Sunday,April,UA,EWR,MYR,1043,16,6,1242,81,550,Newark, NJ,Myrtle Beach, SC,Overcast,8,9,SW,15,6,0.0,58,6,30,1,96,2,Sunny,22,5,SSW,6,22,0.0,51,6,30,11,2,6
2018-02-01,Thursday,February,UA,ORD,LIT,1922,24,5,2120,91,552,Chicago, IL,Little Rock, AR,Clear,-10,16,NW,19,-19,0.0,43,6,30,-20,3,1,Clear,6,4,NNE,9,3,0.0,71,6,30,1,21,1
2018-04-01,Sunday,April,UA,IAH,TPA,2010,23,6,2320,98,787,Houston, TX,Tampa, FL,Cloudy,23,9,SSE,14,23,0.0,74,6,30,18,71,1,Clear,23,6,N,9,23,0.0,73,6,30,18,22,1
2018-12-01,Saturday,December,UA,IAH,ECP,1955,22,3,2133,75,572,Houston, TX,Panama City, FL,Clear,23,3,WSW,4,23,0.0,47,6,30,11,0,1,Moderate or heavy rain shower,23,15,SSW,29,23,0.2,88,4,30,20,33,1
2018-10-01,Monday,October,UA,BHM,IAH,1417,24,10,1614,129,562,Birmingham, AL,Houston, TX,Sunny,29,6,SE,7,29,0.0,62,6,30,21,24,7,Moderate or heavy rain shower,29,5,ESE,6,29,0.3,72,4,30,23,49,6
2018-06-01,Friday,June,UA,IAH,CRW,1435,16,10,1812,135,975,Houston, TX,Charleston/Dunbar, WV,Sunny,34,7,SSW,9,34,0.0,49,6,30,22,0,8,Moderate or heavy rain shower,22,3,WSW,5,22,0.1,97,4,30,21,73,1
2018-10-01,Monday,October,UA,EWR,RIC,2000,30,10,2130,52,277,Newark, NJ,Richmond, VA,Partly cloudy,23,3,SSW,5,23,0.0,75,6,30,19,40,1,Clear,23,5,S,10,23,0.0,75,6,30,18,11,1
2019-05-01,Wednesday,May,UA,IAH,BNA,2000,18,7,2154,85,657,Houston, TX,Nashville, TN,Light rain shower,25,17,SSE,21,25,0.0,82,6,30,22,100,1,Clear,24,10,SSW,14,24,0.0,72,6,30,19,8,1
2019-10-01,Tuesday,October,UA,PBG,IAD,930,6,6,1113,66,444,Plattsburgh, NY,Washington, DC,Mist,13,17,SSE,24,12,0.0,96,1,30,12,100,3,Partly cloudy,20,4,SSE,5,20,0.0,78,6,30,16,45,5
2019-07-01,Monday,July,UA,EAR,DEN,1610,44,7,1629,51,305,Kearney, NE,Denver, CO,Sunny,30,13,SSW,15,30,0.0,60,6,30,21,3,7,Sunny,28,3,E,4,28,0.0,34,6,30,11,3,7
2019-01-01,Tuesday,January,UA,ORD,AVL,645,42,3,935,77,536,Chicago, IL,Asheville, NC,Heavy snow,-1,12,NNW,19,-7,0.0,84,1,30,-3,100,1,Partly cloudy,14,5,WNW,5,14,0.0,93,6,30,13,34,4
2019-04-29,Monday,April,UA,BGR,EWR,600,14,24,759,78,393,Bangor, ME,Newark, NJ,Sunny,3,8,WNW,13,-1,0.0,51,6,30,-6,0,2,Sunny,8,4,NNE,5,7,0.0,53,6,30,-1,8,3
2019-11-01,Friday,November,UA,IAH,BOS,955,27,4,1426,179,1597,Houston, TX,Boston, MA,Sunny,7,6,ENE,7,5,0.0,56,6,30,-1,0,3,Sunny,13,19,WSW,22,10,0.0,38,6,30,-1,0,4
2019-11-01,Friday,November,UA,MSY,IAH,520,12,7,640,54,305,New Orleans, LA,Houston, TX,Clear,8,14,NNE,21,4,0.0,66,6,30,2,0,1,Sunny,7,6,ENE,7,5,0.0,56,6,30,-1,0,3
2019-06-01,Saturday,June,UA,EWR,DEN,1659,44,6,1925,225,1605,Newark, NJ,Denver, CO,Sunny,27,4,SW,4,27,0.0,43,6,30,14,10,7,Patchy rain possible,20,5,ESE,6,20,0.0,48,5,30,8,9,1
2019-08-01,Thursday,August,UA,CLT,EWR,700,16,6,857,71,529,Charlotte, NC,Newark, NJ,Sunny,22,1,WSW,1,22,0.0,89,6,30,21,12,6,Patchy rain possible,25,6,N,8,25,0.1,67,5,30,18,8,5
2019-08-01,Thursday,August,UA,MCO,IAH,1525,48,8,1656,117,854,Orlando, FL,Houston, TX,Torrential rain shower,34,4,ESE,4,34,0.3,46,1,30,21,50,7,Patchy rain possible,34,3,ESE,3,34,0.1,52,5,30,22,19,7
2019-05-01,Wednesday,May,UA,CVG,IAH,1500,13,13,1655,139,871,Cincinnati, OH,Houston, TX,Partly cloudy,26,16,SSW,22,26,0.0,57,6,30,17,39,7,Sunny,30,16,SSE,19,30,0.0,58,6,30,21,12,8
2019-01-01,Tuesday,January,UA,DEN,SGU,1855,35,7,2050,72,517,Denver, CO,St. George, UT,Clear,-15,2,NE,3,-20,0.0,92,6,30,-16,17,1,Cloudy,11,13,N,18,9,0.0,77,6,31,7,81,1
2019-06-01,Saturday,June,UA,IAH,LAS,800,14,6,920,163,1222,Houston, TX,Las Vegas, NV,Sunny,26,2,WSW,2,26,0.0,88,6,30,24,17,7,Sunny,25,1,WSW,2,25,0.0,26,6,30,4,3,6
